INSTANCIA,PRONOSTICO,TEMPERATURA,HUMEDAD,VIENTO,JUGAR
773,rainy,56,24,FALSE,NO
774,rainy,28,30,FALSE,NO
775,rainy,95,58,TRUE,YES
776,rainy,33,12,TRUE,NO
777,rainy,40,60,FALSE,NO
778,overcast,18,43,TRUE,YES
779,overcast,60,65,TRUE,YES
780,rainy,50,18,FALSE,NO
781,overcast,94,96,FALSE,YES
782,overcast,9,35,TRUE,YES
783,rainy,65,25,FALSE,YES
784,overcast,26,64,TRUE,YES
785,rainy,88,3,FALSE,YES
786,rainy,98,44,TRUE,YES
787,overcast,36,98,FALSE,NO
788,overcast,42,37,TRUE,YES
789,rainy,100,63,TRUE,YES
790,overcast,81,56,FALSE,YES
791,overcast,74,90,FALSE,NO
792,overcast,14,81,TRUE,YES
793,rainy,28,95,TRUE,YES
794,overcast,88,81,TRUE,NO
795,overcast,57,91,FALSE,YES
796,overcast,93,15,TRUE,YES
797,overcast,13,32,FALSE,NO
798,overcast,31,28,FALSE,NO
799,rainy,36,59,TRUE,YES
800,rainy,33,58,FALSE,NO
801,overcast,62,1,TRUE,YES
802,overcast,28,94,TRUE,YES
803,overcast,1,63,FALSE,YES
804,rainy,53,54,FALSE,NO
805,overcast,99,48,TRUE,YES
806,rainy,80,70,TRUE,NO
807,rainy,40,71,FALSE,NO
808,rainy,19,69,TRUE,YES
809,overcast,36,81,TRUE,YES
810,rainy,84,39,TRUE,NO
811,rainy,38,57,FALSE,YES
812,overcast,36,64,TRUE,YES
813,rainy,86,52,FALSE,NO
814,overcast,73,56,TRUE,YES
815,overcast,87,49,TRUE,NO
816,overcast,79,15,TRUE,YES
817,rainy,47,31,FALSE,YES
818,rainy,56,4,FALSE,NO
819,overcast,41,68,TRUE,YES
820,overcast,24,25,TRUE,YES
821,rainy,72,3,TRUE,YES
822,overcast,86,79,TRUE,NO
823,rainy,70,66,TRUE,NO
824,overcast,63,78,FALSE,YES
825,rainy,78,63,FALSE,NO
826,rainy,34,73,FALSE,NO
827,overcast,18,89,TRUE,YES
828,rainy,60,47,FALSE,NO
829,rainy,33,64,TRUE,NO
830,rainy,73,79,TRUE,YES
831,overcast,49,100,FALSE,YES
832,overcast,20,81,TRUE,NO
833,rainy,68,68,TRUE,YES
834,overcast,38,27,TRUE,NO
835,overcast,17,89,FALSE,NO
836,rainy,45,56,TRUE,NO
837,rainy,27,83,FALSE,NO
838,rainy,58,92,TRUE,YES
839,rainy,68,69,FALSE,YES
840,rainy,95,3,TRUE,NO
841,rainy,79,27,TRUE,NO
842,overcast,4,56,TRUE,YES
843,rainy,9,96,FALSE,NO
844,overcast,100,13,TRUE,NO
845,rainy,26,4,TRUE,NO
846,rainy,69,52,FALSE,YES
847,rainy,87,84,TRUE,YES
848,rainy,59,5,TRUE,NO
849,rainy,57,85,TRUE,YES
850,rainy,3,64,TRUE,NO
851,overcast,30,58,TRUE,YES
852,rainy,98,21,TRUE,NO
853,overcast,47,95,FALSE,NO
854,overcast,96,80,FALSE,YES
855,overcast,95,93,TRUE,NO
856,overcast,72,48,TRUE,NO
857,rainy,11,41,FALSE,NO
858,rainy,98,89,TRUE,YES
859,rainy,70,54,FALSE,NO
860,rainy,22,17,TRUE,NO
861,rainy,15,89,TRUE,YES
862,overcast,96,2,FALSE,YES
863,rainy,5,25,TRUE,NO
864,overcast,100,26,TRUE,YES
865,rainy,77,61,TRUE,NO
866,rainy,90,16,FALSE,NO
867,overcast,91,1,FALSE,YES
868,overcast,56,14,TRUE,NO
869,overcast,100,96,TRUE,YES
870,rainy,95,20,TRUE,NO
871,rainy,70,38,TRUE,NO
872,rainy,34,78,TRUE,YES
873,rainy,61,53,TRUE,NO
874,rainy,31,4,FALSE,NO
875,rainy,77,17,TRUE,YES
876,rainy,16,13,TRUE,YES
877,rainy,82,55,TRUE,NO
878,rainy,49,25,FALSE,YES
879,overcast,26,72,FALSE,YES
880,overcast,17,100,TRUE,NO
881,rainy,56,46,TRUE,YES
882,rainy,34,91,FALSE,NO
883,rainy,87,10,FALSE,NO
884,overcast,100,22,FALSE,NO
885,rainy,67,58,TRUE,YES
886,rainy,83,87,FALSE,YES
887,rainy,47,70,FALSE,YES
888,rainy,34,4,TRUE,YES
889,overcast,26,64,TRUE,NO
890,overcast,99,53,FALSE,NO
891,rainy,96,64,FALSE,YES
892,overcast,12,79,FALSE,YES
893,rainy,45,60,FALSE,YES
894,overcast,3,18,FALSE,NO
895,rainy,27,2,TRUE,YES
896,rainy,26,74,FALSE,NO
897,rainy,79,6,FALSE,YES
898,overcast,55,5,TRUE,NO
899,overcast,45,61,TRUE,NO
900,overcast,90,5,FALSE,YES
901,rainy,100,57,FALSE,NO
902,rainy,55,82,TRUE,YES
903,overcast,92,27,TRUE,YES
904,overcast,72,74,TRUE,NO
905,overcast,99,74,FALSE,YES
906,rainy,83,89,FALSE,YES
907,rainy,5,57,FALSE,YES
908,overcast,91,19,FALSE,YES
909,overcast,50,10,TRUE,NO
910,rainy,74,54,TRUE,YES
911,rainy,38,28,FALSE,YES
912,rainy,31,92,TRUE,NO
913,overcast,96,66,TRUE,YES
914,rainy,28,60,TRUE,NO
915,rainy,58,80,TRUE,YES
916,rainy,1,50,TRUE,NO
917,overcast,48,80,TRUE,YES
918,rainy,50,73,FALSE,NO
919,overcast,74,59,TRUE,NO
920,rainy,73,100,FALSE,NO
921,overcast,70,69,FALSE,NO
922,rainy,23,76,TRUE,NO
923,rainy,57,8,TRUE,YES
924,rainy,24,23,FALSE,NO
925,overcast,68,52,FALSE,YES
926,rainy,85,21,FALSE,NO
927,overcast,73,13,TRUE,NO
928,overcast,40,31,FALSE,NO
929,rainy,28,81,FALSE,YES
930,overcast,16,23,FALSE,NO
931,rainy,48,9,FALSE,NO
932,rainy,51,10,FALSE,NO
933,rainy,16,19,FALSE,NO
934,rainy,97,64,TRUE,NO
935,rainy,81,87,FALSE,NO
936,overcast,80,56,TRUE,YES
937,overcast,70,96,FALSE,NO
938,overcast,63,54,TRUE,NO
939,rainy,72,88,FALSE,YES
940,rainy,41,93,FALSE,YES
941,overcast,30,63,FALSE,YES
942,rainy,27,17,TRUE,YES
943,overcast,63,24,TRUE,NO
944,rainy,100,4,FALSE,YES
945,rainy,50,10,FALSE,NO
946,rainy,93,81,FALSE,YES
947,rainy,36,38,FALSE,NO
948,overcast,28,48,TRUE,YES
949,rainy,78,49,FALSE,YES
950,rainy,17,81,FALSE,YES
951,rainy,96,16,TRUE,YES
952,overcast,60,13,TRUE,NO
953,rainy,1,78,TRUE,YES
954,rainy,63,67,FALSE,NO
955,rainy,3,66,TRUE,YES
956,rainy,31,33,TRUE,NO
957,rainy,89,30,TRUE,NO
958,rainy,78,3,TRUE,NO
959,overcast,63,76,FALSE,YES
960,rainy,87,19,FALSE,YES
961,rainy,72,91,FALSE,NO
962,rainy,86,55,TRUE,NO
963,rainy,97,63,FALSE,NO
964,rainy,69,77,FALSE,YES
965,rainy,63,27,TRUE,NO
966,overcast,92,12,FALSE,YES
967,rainy,28,70,FALSE,NO
968,rainy,59,81,FALSE,NO
969,overcast,30,26,TRUE,NO
970,overcast,55,31,FALSE,YES
971,rainy,89,88,FALSE,YES
972,rainy,89,18,FALSE,YES
973,overcast,1,23,FALSE,YES
974,overcast,11,76,TRUE,NO
975,overcast,21,59,TRUE,NO
976,overcast,54,22,FALSE,NO
977,rainy,21,7,FALSE,YES
978,rainy,31,41,TRUE,NO
979,rainy,30,40,TRUE,NO
980,rainy,86,100,FALSE,YES
981,rainy,32,36,FALSE,NO
982,overcast,11,2,FALSE,NO
983,overcast,84,45,TRUE,YES
984,rainy,24,100,FALSE,YES
985,rainy,44,34,FALSE,NO
986,rainy,19,41,FALSE,YES
987,overcast,84,22,FALSE,YES
988,rainy,57,25,TRUE,NO
989,rainy,54,37,FALSE,NO
990,overcast,65,10,TRUE,NO
991,overcast,72,60,FALSE,NO
992,rainy,31,96,TRUE,YES
993,rainy,96,48,TRUE,YES
994,rainy,46,86,TRUE,NO
995,rainy,55,2,FALSE,NO
996,rainy,69,42,FALSE,NO
997,overcast,46,56,FALSE,YES
998,rainy,19,61,TRUE,YES
999,overcast,66,39,TRUE,NO
1000,overcast,13,15,FALSE,NO
1001,rainy,73,66,FALSE,YES
1002,rainy,57,9,FALSE,NO
1003,rainy,61,65,TRUE,NO
1004,rainy,36,27,TRUE,NO
1005,rainy,64,78,TRUE,NO
1006,rainy,31,89,FALSE,NO
1007,overcast,78,5,FALSE,YES
1008,rainy,30,94,TRUE,NO
1009,rainy,37,18,TRUE,YES
1010,overcast,24,90,TRUE,YES
1011,rainy,42,46,TRUE,YES
1012,overcast,5,22,TRUE,YES
1013,rainy,91,84,TRUE,YES
1014,overcast,42,27,TRUE,NO
1015,rainy,90,83,TRUE,YES
1016,rainy,22,41,FALSE,NO
1017,rainy,38,52,FALSE,YES
1018,rainy,13,76,FALSE,YES
1019,rainy,6,87,TRUE,NO
1020,overcast,62,66,TRUE,YES
1021,overcast,38,2,TRUE,YES
1022,rainy,22,84,FALSE,NO
1023,rainy,55,16,TRUE,YES
1024,rainy,12,39,FALSE,NO
1025,rainy,88,65,TRUE,NO
1026,rainy,27,24,TRUE,YES
1027,rainy,71,56,TRUE,YES
1028,rainy,47,2,FALSE,NO
1029,rainy,51,1,FALSE,NO
1030,rainy,88,22,TRUE,NO
1031,rainy,94,45,FALSE,NO
1032,rainy,15,53,TRUE,YES
1033,rainy,57,25,FALSE,NO
1034,rainy,44,54,FALSE,YES
1035,overcast,98,94,TRUE,YES
1036,overcast,91,91,TRUE,YES
1037,rainy,22,61,TRUE,YES
1038,overcast,6,58,TRUE,NO
1039,rainy,23,65,FALSE,YES
1040,rainy,20,77,FALSE,YES
1041,rainy,78,58,FALSE,YES
1042,rainy,96,39,FALSE,NO
1043,rainy,39,83,TRUE,NO
1044,rainy,86,94,FALSE,YES
1045,rainy,39,55,FALSE,NO
1046,rainy,19,76,FALSE,NO
1047,overcast,36,17,TRUE,NO
1048,overcast,24,81,FALSE,NO
1049,overcast,40,95,TRUE,YES
1050,overcast,51,5,TRUE,YES
1051,overcast,48,56,FALSE,YES
1052,rainy,52,75,FALSE,NO
1053,overcast,74,64,TRUE,NO
1054,rainy,94,69,TRUE,NO
1055,rainy,40,94,TRUE,YES
1056,rainy,44,61,FALSE,YES
1057,rainy,5,84,TRUE,YES
1058,rainy,52,5,TRUE,NO
1059,rainy,24,53,TRUE,YES
1060,overcast,90,2,TRUE,NO
1061,rainy,21,99,FALSE,YES
1062,rainy,78,34,TRUE,YES
1063,overcast,3,14,TRUE,YES
1064,overcast,26,91,FALSE,YES
1065,overcast,1,85,FALSE,YES
1066,rainy,45,27,FALSE,YES
1067,overcast,8,13,FALSE,NO
1068,rainy,86,92,FALSE,NO
1069,overcast,100,66,TRUE,NO
1070,rainy,37,68,TRUE,YES
1071,rainy,27,91,TRUE,NO
1072,rainy,80,91,TRUE,YES
1073,rainy,34,38,TRUE,NO
1074,rainy,53,100,FALSE,NO
1075,rainy,41,89,FALSE,NO
1076,overcast,84,26,FALSE,YES
1077,rainy,19,21,FALSE,NO
1078,rainy,1,21,TRUE,NO
1079,rainy,16,4,TRUE,YES
1080,overcast,42,92,TRUE,YES
1081,overcast,85,61,FALSE,NO
1082,rainy,4,26,FALSE,YES
1083,rainy,100,72,TRUE,YES
1084,rainy,96,44,TRUE,YES
1085,overcast,61,79,TRUE,YES
1086,rainy,72,85,TRUE,YES
1087,rainy,73,16,TRUE,NO
1088,rainy,77,98,TRUE,YES
1089,rainy,27,2,TRUE,YES
1090,overcast,38,97,TRUE,YES
1091,rainy,76,43,TRUE,YES
1092,rainy,54,67,TRUE,YES
1093,overcast,64,29,FALSE,NO
1094,rainy,19,3,FALSE,NO
1095,rainy,2,28,TRUE,YES
1096,rainy,83,81,FALSE,NO
1097,rainy,37,54,FALSE,YES
1098,rainy,80,91,FALSE,YES
1099,overcast,13,21,FALSE,YES
1100,rainy,13,64,FALSE,YES
1101,rainy,99,8,FALSE,NO
1102,overcast,81,6,TRUE,YES
1103,overcast,5,100,TRUE,NO
1104,rainy,78,27,TRUE,YES
1105,rainy,98,36,FALSE,YES
1106,rainy,12,58,FALSE,NO
1107,rainy,94,52,FALSE,NO
1108,overcast,22,73,TRUE,YES
1109,rainy,95,38,FALSE,NO
1110,rainy,38,90,FALSE,NO
1111,rainy,20,12,TRUE,NO
1112,rainy,20,78,TRUE,NO
1113,overcast,33,5,TRUE,YES
1114,rainy,11,98,TRUE,YES
1115,overcast,19,98,FALSE,YES
1116,rainy,45,82,TRUE,NO
1117,rainy,68,33,TRUE,NO
1118,rainy,81,86,FALSE,YES
1119,overcast,71,97,FALSE,NO
1120,rainy,2,12,FALSE,YES
1121,rainy,17,86,TRUE,YES
1122,overcast,94,87,FALSE,NO
1123,rainy,40,38,FALSE,NO
1124,rainy,59,94,FALSE,YES
1125,rainy,10,34,TRUE,YES
1126,rainy,67,6,TRUE,NO
1127,rainy,8,91,TRUE,YES
1128,overcast,88,67,TRUE,YES
1129,overcast,23,28,FALSE,YES
1130,rainy,63,59,FALSE,YES
1131,rainy,80,80,TRUE,YES
1132,overcast,99,92,FALSE,NO
1133,rainy,63,65,FALSE,YES
1134,rainy,86,18,TRUE,NO
1135,rainy,38,12,FALSE,NO
1136,rainy,67,13,FALSE,YES
1137,overcast,58,84,TRUE,NO
1138,rainy,72,35,TRUE,YES
1139,rainy,20,97,TRUE,NO
1140,rainy,33,97,FALSE,YES
1141,overcast,27,71,FALSE,YES
1142,overcast,64,93,FALSE,YES
1143,overcast,99,59,FALSE,NO
1144,rainy,12,22,TRUE,NO
1145,overcast,13,30,FALSE,YES
1146,rainy,76,35,FALSE,YES
1147,rainy,41,84,TRUE,YES
1148,rainy,94,14,TRUE,NO
1149,rainy,77,9,TRUE,YES
1150,rainy,99,79,FALSE,YES
1151,rainy,44,81,TRUE,YES
1152,rainy,78,23,TRUE,YES
1153,overcast,23,66,FALSE,NO
1154,overcast,55,17,FALSE,YES
1155,rainy,86,96,FALSE,NO
1156,rainy,58,52,TRUE,NO
1157,rainy,92,88,FALSE,NO
1158,rainy,35,37,TRUE,NO
1159,overcast,19,79,FALSE,NO
1160,overcast,74,67,FALSE,NO
1161,overcast,14,73,TRUE,NO
1162,rainy,31,88,TRUE,NO
1163,rainy,10,45,TRUE,NO
1164,rainy,73,16,TRUE,NO
1165,rainy,36,77,TRUE,NO
1166,rainy,41,47,FALSE,YES
1167,rainy,76,96,TRUE,YES
1168,overcast,96,32,FALSE,YES
1169,overcast,8,37,FALSE,YES
1170,overcast,11,46,TRUE,YES
1171,rainy,34,32,FALSE,YES
1172,rainy,23,29,TRUE,NO
1173,overcast,25,69,FALSE,NO
1174,rainy,91,85,FALSE,YES
1175,rainy,64,76,TRUE,YES
1176,rainy,50,86,TRUE,NO
1177,rainy,6,91,TRUE,YES
1178,rainy,6,75,TRUE,NO
1179,rainy,64,94,TRUE,YES
1180,rainy,59,72,FALSE,YES
1181,rainy,58,92,FALSE,YES
1182,rainy,83,60,TRUE,YES
1183,rainy,82,63,FALSE,NO
1184,rainy,49,61,TRUE,YES
1185,overcast,82,41,FALSE,NO
1186,rainy,36,83,FALSE,NO
1187,rainy,11,66,FALSE,NO
1188,rainy,41,35,FALSE,NO
1189,overcast,66,36,FALSE,YES
1190,rainy,49,26,FALSE,NO
1191,rainy,30,28,TRUE,YES
1192,overcast,99,63,TRUE,YES
1193,rainy,4,58,TRUE,YES
1194,rainy,1,39,TRUE,NO
1195,overcast,31,96,TRUE,NO
1196,rainy,33,93,TRUE,NO
1197,overcast,51,21,FALSE,NO
1198,overcast,13,18,TRUE,YES
1199,rainy,5,75,TRUE,NO
1200,overcast,78,68,FALSE,NO
1201,rainy,38,81,FALSE,NO
1202,overcast,59,74,TRUE,NO
1203,rainy,55,73,FALSE,YES
1204,overcast,48,69,TRUE,YES
1205,rainy,17,77,FALSE,YES
1206,rainy,85,23,FALSE,NO
1207,overcast,2,7,FALSE,NO
1208,rainy,58,53,FALSE,YES
1209,rainy,4,70,FALSE,YES
1210,rainy,65,72,TRUE,NO
1211,overcast,13,11,FALSE,YES
1212,rainy,70,84,TRUE,NO
1213,rainy,43,65,TRUE,YES
1214,overcast,50,43,TRUE,NO
1215,rainy,16,20,TRUE,NO
1216,rainy,47,8,TRUE,YES
1217,rainy,41,74,FALSE,NO
1218,rainy,9,4,FALSE,YES
1219,rainy,71,65,FALSE,NO
1220,rainy,44,26,FALSE,YES
1221,rainy,93,75,TRUE,NO
1222,overcast,30,18,FALSE,NO
1223,rainy,69,9,TRUE,NO
1224,overcast,58,30,TRUE,NO
1225,overcast,55,98,FALSE,YES
1226,rainy,8,41,TRUE,YES
1227,overcast,11,97,TRUE,YES
1228,rainy,14,14,FALSE,YES
1229,rainy,44,71,FALSE,NO
1230,overcast,6,96,TRUE,NO
1231,rainy,32,95,TRUE,YES
1232,rainy,59,42,FALSE,NO
1233,overcast,19,37,FALSE,NO
1234,rainy,19,20,FALSE,NO
1235,overcast,43,88,FALSE,YES
1236,overcast,21,11,TRUE,NO
1237,overcast,31,57,FALSE,YES
1238,overcast,99,65,TRUE,NO
1239,rainy,71,23,FALSE,NO
1240,rainy,73,26,FALSE,NO
1241,rainy,22,3,FALSE,YES
1242,overcast,89,92,TRUE,NO
1243,overcast,41,18,TRUE,NO
1244,overcast,47,5,FALSE,YES
1245,overcast,48,20,TRUE,NO
1246,rainy,34,82,FALSE,YES
1247,rainy,8,43,TRUE,YES
1248,rainy,25,47,FALSE,YES
1249,rainy,85,35,FALSE,NO
1250,overcast,3,97,FALSE,YES
1251,rainy,4,50,FALSE,NO
1252,overcast,1,37,TRUE,YES
1253,rainy,30,16,TRUE,NO
1254,rainy,65,37,TRUE,YES
1255,rainy,41,97,FALSE,YES
1256,rainy,3,24,FALSE,NO
1257,rainy,20,73,FALSE,NO
1258,rainy,75,81,TRUE,NO
1259,rainy,4,90,FALSE,YES
1260,rainy,70,28,FALSE,NO
1261,rainy,56,73,TRUE,YES
1262,rainy,14,72,FALSE,YES
1263,rainy,61,81,TRUE,NO
1264,rainy,56,8,FALSE,YES
1265,rainy,72,71,TRUE,NO
1266,rainy,71,65,TRUE,NO
1267,rainy,20,55,FALSE,YES
1268,rainy,87,97,FALSE,YES
1269,rainy,15,16,FALSE,NO
1270,overcast,89,59,TRUE,NO
1271,rainy,78,26,TRUE,YES
1272,overcast,53,26,TRUE,YES
1273,rainy,93,41,FALSE,NO
1274,rainy,95,16,TRUE,NO
1275,rainy,4,80,FALSE,NO
1276,overcast,38,85,TRUE,NO
1277,rainy,93,59,FALSE,YES
1278,overcast,46,86,FALSE,YES
1279,overcast,54,39,FALSE,YES
1280,rainy,60,54,TRUE,NO
1281,rainy,20,39,TRUE,NO
1282,rainy,38,43,FALSE,NO
1283,rainy,70,27,TRUE,YES
1284,overcast,89,66,FALSE,NO
1285,overcast,38,85,TRUE,YES
1286,rainy,51,12,FALSE,NO
1287,rainy,99,78,TRUE,NO
1288,overcast,19,26,FALSE,YES
1289,rainy,62,72,FALSE,YES
1290,rainy,78,22,FALSE,YES
1291,overcast,34,64,TRUE,NO
1292,overcast,100,23,TRUE,YES
1293,rainy,22,33,FALSE,NO
1294,rainy,27,41,TRUE,NO
1295,rainy,18,88,TRUE,NO
1296,overcast,48,44,FALSE,YES
1297,overcast,25,40,FALSE,NO
1298,rainy,32,68,TRUE,NO
1299,rainy,46,33,TRUE,YES
1300,rainy,77,73,TRUE,NO
1301,rainy,79,63,FALSE,NO
1302,rainy,94,34,TRUE,NO
1303,overcast,2,18,FALSE,YES
1304,rainy,38,66,FALSE,YES
1305,rainy,66,20,TRUE,NO
1306,rainy,16,86,FALSE,NO
1307,rainy,33,20,FALSE,NO
1308,rainy,99,1,TRUE,NO
1309,overcast,74,44,TRUE,NO
1310,rainy,54,80,TRUE,NO
1311,overcast,34,92,TRUE,NO
1312,overcast,54,23,FALSE,YES
1313,rainy,34,13,TRUE,YES
1314,overcast,86,99,FALSE,YES
1315,rainy,75,30,FALSE,YES
1316,rainy,74,29,TRUE,YES
1317,rainy,20,43,FALSE,YES
1318,rainy,84,48,TRUE,YES
1319,rainy,69,67,TRUE,YES
1320,rainy,24,30,TRUE,YES
1321,overcast,92,64,FALSE,NO
1322,rainy,65,19,FALSE,NO
1323,rainy,22,56,TRUE,YES
1324,rainy,72,26,TRUE,NO
1325,rainy,12,24,TRUE,NO
1326,overcast,55,73,TRUE,YES
1327,overcast,91,32,FALSE,NO
1328,overcast,8,10,TRUE,NO
1329,rainy,4,6,TRUE,NO
1330,overcast,47,54,FALSE,YES
1331,rainy,34,17,FALSE,NO
1332,rainy,92,30,TRUE,YES
1333,overcast,27,7,FALSE,YES
1334,rainy,52,96,TRUE,NO
1335,rainy,89,6,TRUE,NO
1336,overcast,58,23,TRUE,YES
1337,rainy,17,49,FALSE,YES
1338,overcast,56,22,TRUE,NO
1339,rainy,19,15,TRUE,NO
1340,rainy,96,7,TRUE,NO
1341,rainy,68,11,FALSE,NO
1342,overcast,34,56,TRUE,NO
1343,rainy,86,90,FALSE,NO
1344,overcast,69,16,TRUE,NO
1345,rainy,93,48,FALSE,NO
1346,overcast,44,4,FALSE,NO
1347,rainy,13,19,FALSE,NO
1348,overcast,30,6,TRUE,NO
1349,rainy,62,76,TRUE,NO
1350,overcast,96,45,TRUE,YES
1351,overcast,5,79,TRUE,YES
1352,rainy,84,89,TRUE,YES
1353,rainy,29,1,FALSE,YES
1354,overcast,12,27,FALSE,NO
1355,overcast,54,63,FALSE,NO
1356,rainy,24,56,TRUE,YES
1357,overcast,3,34,TRUE,YES
1358,rainy,58,23,TRUE,NO
1359,rainy,95,77,FALSE,NO
1360,rainy,5,57,FALSE,YES
1361,rainy,19,49,TRUE,YES
1362,overcast,48,70,TRUE,NO
1363,rainy,92,14,TRUE,NO
1364,rainy,56,66,FALSE,YES
1365,overcast,12,21,TRUE,YES
1366,rainy,16,60,FALSE,NO
1367,rainy,89,7,TRUE,NO
1368,rainy,61,38,FALSE,YES
1369,overcast,11,43,TRUE,NO
1370,rainy,43,82,FALSE,NO
1371,rainy,67,78,TRUE,YES
1372,overcast,55,15,TRUE,YES
1373,overcast,56,59,TRUE,YES
1374,overcast,97,44,FALSE,NO
1375,rainy,77,86,FALSE,NO
1376,rainy,93,38,FALSE,YES
1377,overcast,52,5,FALSE,YES
1378,rainy,83,75,FALSE,YES
1379,rainy,31,58,TRUE,YES
1380,overcast,12,31,FALSE,YES
1381,overcast,23,11,TRUE,YES
1382,rainy,58,42,FALSE,YES
1383,rainy,43,15,FALSE,YES
1384,overcast,15,26,TRUE,NO
1385,rainy,14,40,FALSE,NO
1386,rainy,40,38,FALSE,NO
1387,overcast,29,17,FALSE,NO
1388,rainy,98,45,FALSE,YES
1389,overcast,63,90,TRUE,YES
1390,overcast,65,93,FALSE,YES
1391,rainy,68,79,FALSE,NO
1392,overcast,38,29,FALSE,YES
1393,overcast,6,1,FALSE,NO
1394,rainy,9,55,FALSE,YES
1395,rainy,93,44,TRUE,YES
1396,rainy,74,62,FALSE,NO
1397,rainy,22,59,FALSE,NO
1398,rainy,2,4,TRUE,YES
1399,overcast,53,19,TRUE,YES
1400,overcast,78,90,FALSE,NO
1401,rainy,42,44,TRUE,NO
1402,rainy,23,60,FALSE,YES
1403,rainy,84,83,FALSE,YES
1404,overcast,63,38,TRUE,YES
1405,rainy,81,19,TRUE,NO
1406,rainy,76,63,TRUE,NO
1407,rainy,98,24,TRUE,NO
1408,rainy,92,32,FALSE,YES
1409,rainy,59,3,TRUE,YES
1410,rainy,8,23,TRUE,YES
1411,rainy,11,47,FALSE,NO
1412,overcast,2,46,FALSE,YES
1413,rainy,89,23,TRUE,YES
1414,overcast,58,5,TRUE,YES
1415,rainy,2,78,FALSE,YES
1416,overcast,69,59,TRUE,YES
1417,rainy,15,96,TRUE,NO
1418,rainy,12,94,TRUE,YES
1419,rainy,88,16,TRUE,YES
1420,rainy,97,72,FALSE,NO
1421,rainy,24,47,FALSE,NO
1422,overcast,56,45,TRUE,NO
1423,overcast,70,1,TRUE,NO
1424,rainy,20,13,FALSE,NO
1425,rainy,43,21,FALSE,NO
1426,rainy,63,50,TRUE,YES
1427,overcast,42,47,FALSE,NO
1428,rainy,47,93,FALSE,NO
1429,rainy,60,35,FALSE,YES
1430,rainy,60,38,FALSE,YES
1431,overcast,61,38,FALSE,NO
1432,overcast,37,93,TRUE,NO
1433,rainy,86,90,TRUE,YES
1434,rainy,44,59,FALSE,NO
1435,rainy,19,90,FALSE,NO
1436,rainy,14,89,TRUE,YES
1437,rainy,2,94,FALSE,YES
1438,rainy,15,50,FALSE,NO
1439,overcast,40,24,FALSE,NO
1440,rainy,20,40,TRUE,YES
1441,overcast,68,82,TRUE,NO
1442,rainy,92,91,TRUE,YES
1443,overcast,14,66,TRUE,YES
1444,rainy,24,97,TRUE,YES
1445,rainy,83,38,TRUE,YES
1446,overcast,80,88,TRUE,NO
1447,rainy,13,28,TRUE,YES
1448,rainy,7,42,TRUE,YES
1449,rainy,74,71,FALSE,YES
1450,rainy,36,24,FALSE,YES
1451,rainy,87,35,TRUE,NO
1452,rainy,66,41,FALSE,NO
1453,rainy,3,70,TRUE,YES
1454,rainy,53,90,FALSE,YES
1455,rainy,19,12,TRUE,NO
1456,rainy,3,3,TRUE,YES
1457,rainy,49,56,FALSE,YES
1458,rainy,42,77,FALSE,YES
1459,rainy,72,48,FALSE,YES
1460,rainy,33,92,TRUE,YES
1461,rainy,28,55,FALSE,YES
1462,overcast,72,47,FALSE,YES
1463,overcast,4,95,FALSE,YES
1464,overcast,68,26,TRUE,YES
1465,overcast,87,74,FALSE,NO
1466,rainy,39,38,TRUE,YES
1467,rainy,32,58,TRUE,NO
1468,rainy,50,13,FALSE,NO
1469,overcast,56,11,FALSE,YES
1470,rainy,17,88,FALSE,NO
1471,rainy,15,75,FALSE,YES
1472,rainy,6,21,TRUE,YES
1473,rainy,41,43,FALSE,YES
1474,rainy,13,14,FALSE,NO
1475,rainy,83,68,FALSE,YES
1476,overcast,57,36,TRUE,YES
1477,rainy,74,60,TRUE,NO
1478,overcast,91,72,FALSE,YES
1479,overcast,45,33,TRUE,NO
1480,rainy,50,56,TRUE,NO
1481,overcast,80,96,TRUE,YES
1482,overcast,93,68,FALSE,YES
1483,rainy,74,88,FALSE,YES
1484,rainy,74,82,TRUE,NO
1485,overcast,66,79,TRUE,NO
1486,rainy,65,88,FALSE,NO
1487,rainy,46,47,FALSE,YES
1488,rainy,87,79,FALSE,NO
1489,rainy,30,72,TRUE,NO
1490,rainy,59,94,FALSE,NO
1491,rainy,52,83,FALSE,NO
1492,overcast,16,55,FALSE,NO
1493,rainy,75,39,FALSE,YES
1494,rainy,65,17,TRUE,YES
1495,rainy,50,66,TRUE,NO
1496,rainy,29,77,TRUE,NO
1497,overcast,51,41,FALSE,YES
1498,rainy,84,29,TRUE,YES
1499,rainy,77,24,TRUE,YES
1500,rainy,66,71,TRUE,NO
1501,overcast,68,80,FALSE,YES
1502,overcast,3,42,FALSE,YES
1503,rainy,87,21,TRUE,YES
1504,rainy,50,9,FALSE,YES
1505,rainy,39,30,FALSE,YES
1506,rainy,42,35,TRUE,NO
1507,overcast,54,55,TRUE,NO
1508,rainy,76,28,TRUE,YES
1509,overcast,80,52,FALSE,NO
1510,rainy,42,15,TRUE,NO
1511,overcast,80,56,TRUE,NO
1512,rainy,67,42,FALSE,NO
1513,rainy,74,8,FALSE,NO
1514,overcast,37,81,TRUE,YES
1515,overcast,79,98,FALSE,YES
1516,overcast,29,30,TRUE,NO
1517,rainy,90,98,TRUE,YES
1518,rainy,48,17,FALSE,YES
