
@relation 
@attribute INSTANCIA categoric \w+
@attribute PRONOSTICO categoric \w+
@attribute TEMPERATURA categoric \w+
@attribute HUMEDAD categoric \w+
@attribute VIENTO categoric \w+
@attribute JUGAR categoric \w+
@missingValue 
@data
4509,rainy,94,37,TRUE,YES
589,overcast,2,31,TRUE,NO
69,overcast,20,79,TRUE,NO
2119,rainy,29,97,TRUE,YES
5202,rainy,73,100,TRUE,YES
1985,rainy,6,7,TRUE,YES
1847,overcast,94,70,TRUE,NO
335,overcast,30,49,FALSE,YES
3708,rainy,72,49,TRUE,NO
1436,rainy,14,89,TRUE,YES
1381,overcast,23,11,TRUE,YES
3980,rainy,41,46,TRUE,YES
1499,rainy,77,24,TRUE,YES
2711,rainy,96,82,TRUE,YES
9,rainy,72,95,TRUE,NO
45,rainy,17,30,TRUE,NO
3818,rainy,1,42,FALSE,NO
849,rainy,57,85,TRUE,YES
1959,overcast,86,12,TRUE,YES
2182,rainy,81,57,FALSE,NO
3959,overcast,9,36,FALSE,NO
1302,rainy,94,34,TRUE,NO
3035,rainy,14,20,FALSE,NO
5567,overcast,44,64,FALSE,YES
5528,rainy,20,68,TRUE,NO
503,overcast,48,62,FALSE,YES
890,overcast,99,53,FALSE,NO
2747,rainy,35,100,TRUE,YES
1477,rainy,74,60,TRUE,NO
5058,rainy,6,70,FALSE,YES
883,rainy,87,10,FALSE,NO
1772,rainy,52,22,TRUE,YES
2184,rainy,53,7,FALSE,YES
216,rainy,90,13,FALSE,NO
30,overcast,33,30,FALSE,YES
802,overcast,28,94,TRUE,YES
2447,rainy,52,91,TRUE,NO
1736,rainy,23,79,FALSE,NO
4141,rainy,23,68,TRUE,NO
934,rainy,97,64,TRUE,NO
1263,rainy,61,81,TRUE,NO
3974,rainy,37,41,FALSE,NO
218,rainy,40,13,FALSE,YES
1031,rainy,94,45,FALSE,NO
2885,overcast,56,44,TRUE,YES
363,overcast,22,88,TRUE,NO
5177,rainy,98,54,TRUE,YES
5938,rainy,49,5,TRUE,NO
28,rainy,64,12,FALSE,YES
803,overcast,1,63,FALSE,YES
2078,overcast,56,11,TRUE,YES
3026,rainy,76,71,FALSE,NO
5508,rainy,22,59,FALSE,YES
4400,rainy,76,46,TRUE,NO
1374,overcast,97,44,FALSE,NO
3208,rainy,52,30,FALSE,YES
3556,overcast,99,96,TRUE,NO
503,overcast,48,62,FALSE,YES
2592,overcast,18,11,TRUE,YES
4699,overcast,38,27,TRUE,NO
1095,rainy,2,28,TRUE,YES
5101,overcast,22,74,FALSE,YES
4859,overcast,44,63,FALSE,YES
4651,rainy,19,13,TRUE,NO
554,rainy,49,87,TRUE,YES
5610,overcast,38,32,FALSE,YES
1796,rainy,97,76,FALSE,NO
1283,rainy,70,27,TRUE,YES
2682,overcast,41,2,FALSE,YES
5209,rainy,52,49,TRUE,YES
3599,rainy,23,21,TRUE,NO
2083,rainy,45,24,TRUE,NO
2709,rainy,65,10,TRUE,NO
1025,rainy,88,65,TRUE,NO
919,overcast,74,59,TRUE,NO
5987,overcast,86,56,TRUE,YES
1084,rainy,96,44,TRUE,YES
2004,rainy,63,33,FALSE,YES
2682,overcast,41,2,FALSE,YES
5166,rainy,9,56,FALSE,NO
1327,overcast,91,32,FALSE,NO
954,rainy,63,67,FALSE,NO
2720,rainy,3,58,FALSE,NO
675,overcast,25,62,TRUE,NO
2980,rainy,27,43,TRUE,NO
3858,rainy,11,10,TRUE,NO
2265,rainy,21,38,TRUE,YES
3785,rainy,48,71,TRUE,YES
4844,rainy,76,27,TRUE,YES
2824,overcast,83,5,FALSE,NO
3248,rainy,43,66,FALSE,NO
1944,rainy,53,47,FALSE,NO
5146,rainy,30,5,FALSE,NO
5443,rainy,56,2,FALSE,NO
5840,overcast,83,1,FALSE,NO
2164,overcast,12,62,FALSE,NO
5117,rainy,14,58,TRUE,NO
1568,overcast,58,82,TRUE,NO
478,overcast,49,76,FALSE,NO
3277,rainy,21,94,TRUE,NO
4568,rainy,14,93,FALSE,YES
3895,rainy,77,43,TRUE,NO
3257,rainy,30,2,TRUE,YES
821,rainy,72,3,TRUE,YES
3205,rainy,80,40,TRUE,YES
5996,overcast,48,18,TRUE,NO
317,overcast,71,46,TRUE,NO
4484,rainy,17,76,TRUE,YES
3482,overcast,60,22,TRUE,YES
1388,rainy,98,45,FALSE,YES
2125,rainy,19,40,FALSE,YES
1553,overcast,96,29,TRUE,NO
3822,overcast,57,89,FALSE,NO
3428,overcast,78,55,TRUE,NO
3373,rainy,75,51,TRUE,YES
142,rainy,20,13,FALSE,YES
2381,overcast,20,61,TRUE,YES
4185,overcast,72,1,FALSE,NO
1672,overcast,35,13,TRUE,NO
2697,rainy,83,34,FALSE,NO
3345,rainy,39,60,TRUE,YES
4012,overcast,90,24,FALSE,NO
2441,rainy,99,22,TRUE,YES
5860,rainy,97,37,FALSE,YES
1962,rainy,15,3,TRUE,NO
1656,rainy,23,48,TRUE,NO
2939,rainy,7,30,TRUE,YES
3268,overcast,68,49,TRUE,YES
1186,rainy,36,83,FALSE,NO
4756,rainy,23,47,FALSE,NO
871,rainy,70,38,TRUE,NO
5517,rainy,88,50,FALSE,NO
1526,rainy,60,64,TRUE,NO
5407,rainy,51,66,FALSE,NO
598,overcast,32,53,FALSE,YES
3434,rainy,42,40,FALSE,NO
3698,rainy,54,54,FALSE,NO
1900,rainy,73,72,FALSE,YES
3471,rainy,47,85,FALSE,YES
2985,rainy,88,32,TRUE,NO
3541,rainy,61,53,FALSE,YES
3783,rainy,93,78,FALSE,YES
304,overcast,95,87,TRUE,YES
3457,rainy,68,56,TRUE,YES
699,rainy,63,65,TRUE,NO
1696,overcast,33,14,FALSE,YES
4123,rainy,4,70,TRUE,NO
1718,rainy,61,13,FALSE,YES
2071,rainy,22,8,TRUE,YES
5699,rainy,82,54,TRUE,YES
5784,overcast,73,53,FALSE,NO
932,rainy,51,10,FALSE,NO
5898,rainy,48,65,TRUE,YES
3783,rainy,93,78,FALSE,YES
5934,rainy,8,39,FALSE,NO
556,overcast,71,2,TRUE,NO
1454,rainy,53,90,FALSE,YES
3399,overcast,73,6,TRUE,NO
4860,overcast,45,16,FALSE,NO
1550,overcast,10,81,TRUE,YES
3058,overcast,10,76,TRUE,YES
3051,overcast,57,76,TRUE,NO
3298,overcast,4,74,TRUE,NO
4727,overcast,70,60,TRUE,YES
518,rainy,74,72,FALSE,YES
2610,rainy,90,20,TRUE,YES
27,rainy,99,35,TRUE,NO
4417,overcast,67,27,TRUE,YES
2830,overcast,24,32,TRUE,YES
5940,rainy,76,45,FALSE,NO
2446,rainy,56,61,FALSE,NO
482,overcast,14,46,TRUE,YES
714,rainy,26,72,TRUE,NO
4688,rainy,80,33,TRUE,YES
5157,rainy,38,29,FALSE,YES
5563,rainy,24,61,TRUE,NO
3708,rainy,72,49,TRUE,NO
4986,rainy,57,38,TRUE,NO
5161,overcast,3,27,TRUE,NO
267,rainy,22,64,FALSE,NO
3534,rainy,48,75,FALSE,NO
1221,rainy,93,75,TRUE,NO
1197,overcast,51,21,FALSE,NO
1489,rainy,30,72,TRUE,NO
4973,rainy,39,52,FALSE,YES
5940,rainy,76,45,FALSE,NO
5620,rainy,78,24,TRUE,NO
3744,rainy,45,42,FALSE,YES
5475,overcast,73,70,FALSE,YES
42,rainy,21,23,TRUE,YES
1980,overcast,44,59,FALSE,NO
300,rainy,58,96,TRUE,YES
3041,rainy,56,13,FALSE,YES
1922,rainy,7,63,TRUE,YES
5929,rainy,12,92,FALSE,NO
491,overcast,93,39,TRUE,YES
485,rainy,48,52,TRUE,NO
1579,rainy,88,61,TRUE,YES
2939,rainy,7,30,TRUE,YES
4090,rainy,43,100,FALSE,YES
1669,rainy,75,34,TRUE,NO
5708,rainy,92,98,FALSE,NO
4890,rainy,55,55,FALSE,NO
2132,rainy,71,5,FALSE,NO
3253,rainy,73,5,FALSE,NO
5303,rainy,8,31,TRUE,NO
219,overcast,16,92,TRUE,NO
1211,overcast,13,11,FALSE,YES
4628,rainy,22,44,FALSE,YES
371,overcast,79,31,TRUE,NO
2849,rainy,55,72,FALSE,NO
2470,overcast,50,62,FALSE,NO
4239,overcast,19,42,FALSE,NO
4594,rainy,73,69,FALSE,NO
4018,rainy,26,50,FALSE,YES
1838,rainy,40,17,TRUE,NO
1854,rainy,84,34,TRUE,YES
1810,overcast,80,75,TRUE,NO
5755,overcast,93,86,TRUE,YES
579,overcast,76,58,FALSE,NO
2992,rainy,93,29,TRUE,NO
2285,overcast,85,58,FALSE,NO
4944,rainy,58,14,TRUE,YES
2788,rainy,21,58,TRUE,YES
3960,overcast,62,14,TRUE,NO
2146,rainy,20,7,FALSE,NO
3442,overcast,83,7,TRUE,YES
4794,rainy,53,88,TRUE,YES
4760,overcast,42,75,FALSE,YES
4666,rainy,76,48,TRUE,NO
5079,rainy,70,85,TRUE,YES
2130,rainy,7,59,TRUE,YES
2047,overcast,48,84,TRUE,YES
1071,rainy,27,91,TRUE,NO
4599,rainy,53,39,TRUE,NO
3828,rainy,16,41,FALSE,NO
2333,rainy,45,65,TRUE,YES
5067,rainy,94,1,TRUE,NO
4237,rainy,30,79,TRUE,YES
5672,rainy,75,19,TRUE,NO
5722,overcast,73,81,FALSE,NO
4409,rainy,67,10,TRUE,YES
5118,overcast,86,36,TRUE,YES
5104,overcast,73,7,TRUE,YES
3195,rainy,76,68,TRUE,NO
5512,rainy,49,23,FALSE,NO
2063,rainy,41,12,FALSE,NO
4448,rainy,75,2,FALSE,NO
3905,rainy,100,89,TRUE,NO
4092,overcast,13,69,FALSE,YES
4638,overcast,98,30,FALSE,YES
4677,rainy,42,87,TRUE,NO
1826,rainy,35,42,TRUE,YES
2361,overcast,74,96,TRUE,YES
1099,overcast,13,21,FALSE,YES
5386,rainy,20,89,TRUE,YES
765,rainy,64,89,FALSE,NO
2102,rainy,58,68,TRUE,YES
4174,rainy,27,95,TRUE,YES
1108,overcast,22,73,TRUE,YES
1861,rainy,87,53,TRUE,NO
1426,rainy,63,50,TRUE,YES
2452,rainy,89,13,TRUE,YES
5963,rainy,45,73,TRUE,NO
1294,rainy,27,41,TRUE,NO
720,rainy,3,11,TRUE,NO
424,overcast,100,40,FALSE,YES
3168,overcast,78,80,TRUE,NO
5997,overcast,29,11,FALSE,NO
191,rainy,38,61,TRUE,YES
